CONTROL,TESTERID,am_indicator_first,STOTUNIT_FIRST,SAVLBAD_FIRST,first_visit_datetime,num_visits,STOTUNIT_TOTAL,SAVLBAD_ANY,was_first_visitor,RACE
BN-SB-3301-1,BN102,FALSE,1,1,2012-04-05T21:43:00Z,2,7,1,TRUE,1
BN-SB-3301-1,BN133,FALSE,1,1,2012-04-07T17:20:00Z,1,1,1,FALSE,2
BN-SB-3401-1,BN102,FALSE,1,1,2012-04-05T21:43:00Z,1,1,1,TRUE,1
BN-SB-3401-1,BN133,NA,NA,NA,NA,1,NA,NA,NA,2
BN-SB-3402-1,BN028,FALSE,6,0,2012-04-18T16:30:00Z,1,6,0,TRUE,2
BN-SB-3402-1,BN142,FALSE,3,0,2012-04-19T17:20:00Z,2,6,0,FALSE,1
BN-SB-3403-1,BN117,NA,NA,NA,NA,1,NA,NA,NA,2
BN-SB-3403-1,BN142,FALSE,5,0,2012-04-14T17:30:00Z,1,5,0,TRUE,1
BN-SB-3501-1,BN102,TRUE,18,1,2012-04-21T13:57:00Z,1,18,1,TRUE,1
BN-SB-3501-1,BN133,NA,NA,NA,NA,1,NA,NA,NA,2
BN-SB-3504-1,BN140,TRUE,0,0,2012-04-20T14:00:00Z,2,3,0,TRUE,2
BN-SB-3504-1,BN142,FALSE,2,1,2012-04-22T18:20:00Z,1,2,1,FALSE,1
BN-SB-3603-1,BN140,NA,NA,NA,NA,1,NA,NA,NA,2
BN-SB-3603-1,BN142,FALSE,3,1,2012-04-26T18:30:00Z,2,6,1,TRUE,1
BN-SB-3607-1,BN133,FALSE,1,1,2012-04-29T20:30:00Z,1,1,1,FALSE,2
BN-SB-3607-1,BN142,FALSE,1,1,2012-04-26T16:15:00Z,1,1,1,TRUE,1
BN-SB-3702-1,BN142,NA,NA,NA,NA,1,NA,NA,NA,1
BN-SB-4003-1,BN117,FALSE,4,0,2012-05-25T17:05:00Z,1,4,0,FALSE,2
BN-SB-4003-1,BN142,TRUE,0,0,2012-05-24T14:28:00Z,1,0,0,TRUE,1
BN-SB-4102-1,BN140,TRUE,2,0,2012-06-01T14:01:00Z,2,8,0,TRUE,2
BN-SB-4102-1,BN142,TRUE,3,0,2012-06-02T13:55:00Z,1,3,0,FALSE,1
BN-SB-4304-1,BN151,TRUE,9,1,2012-06-18T15:29:00Z,1,9,1,FALSE,1
BN-SB-4304-1,BN153,TRUE,2,0,2012-06-16T15:00:00Z,1,2,0,TRUE,2
BN-SB-4310-1,BN028,NA,NA,NA,NA,1,NA,NA,NA,2
BN-SB-4310-1,BN145,NA,NA,NA,NA,1,NA,NA,NA,1
BN-SB-4408-1,BN028,NA,NA,NA,NA,1,NA,NA,NA,2
BN-SB-4505-1,BN148,NA,NA,NA,NA,1,NA,NA,NA,1
BN-SB-4605-1,BN028,FALSE,4,0,2012-07-12T16:45:00Z,1,4,0,FALSE,2
BN-SB-4605-1,BN145,TRUE,7,1,2012-07-09T14:25:00Z,1,7,1,TRUE,1
BN-SB-4702-1,BN117,NA,NA,NA,NA,1,NA,NA,NA,2
BN-SB-4702-1,BN148,NA,NA,NA,NA,1,NA,NA,NA,1
BN-SB-4815-1,BN028,NA,NA,NA,NA,1,NA,NA,NA,2
BN-SB-4815-1,BN171,FALSE,0,0,2012-07-18T17:00:00Z,2,4,0,TRUE,1
BN-SB-4909-1,BN028,NA,NA,NA,NA,1,NA,NA,NA,2
BN-SB-4909-1,BN169,NA,NA,NA,NA,1,NA,NA,NA,1
BN-SB-5003-1,BN137,NA,NA,NA,NA,1,NA,NA,NA,2
BN-SB-5003-1,BN155,TRUE,3,0,2012-08-01T13:00:00Z,1,3,0,TRUE,1
BN-SB-5101-1,BN117,TRUE,0,0,2012-08-13T15:03:00Z,1,0,0,FALSE,2
BN-SB-5101-1,BN161,FALSE,NA,0,2012-08-10T17:55:00Z,1,NA,0,TRUE,1
BN-SB-5109-1,BN103,NA,NA,NA,NA,1,NA,NA,NA,1
BN-SB-5109-1,BN174,NA,NA,NA,NA,1,NA,NA,NA,2
BN-SB-5208-1,BN103,NA,NA,NA,NA,1,NA,NA,NA,1
BN-SB-5208-1,BN174,NA,NA,NA,NA,1,NA,NA,NA,2
BN-SB-5801-1,BN103,NA,NA,NA,NA,1,NA,NA,NA,1
BN-SB-5801-1,BN184,NA,NA,NA,NA,1,NA,NA,NA,2
BN-SB-5802-1,BN103,NA,NA,NA,NA,1,NA,NA,NA,1
BN-SB-5802-1,BN184,NA,NA,NA,NA,1,NA,NA,NA,2
BN-SB-5803-1,BN103,FALSE,1,1,2012-09-17T22:45:00Z,1,1,1,TRUE,1
BN-SB-5803-1,BN184,NA,NA,NA,NA,1,NA,NA,NA,2
BN-SB-5804-1,BN103,NA,NA,NA,NA,1,NA,NA,NA,1
BN-SB-5804-1,BN184,NA,NA,NA,NA,1,NA,NA,NA,2
BN-SB-5806-1,BN103,TRUE,0,0,2012-09-18T15:30:00Z,1,0,0,FALSE,1
BN-SB-5806-1,BN184,FALSE,5,0,2012-09-17T20:30:00Z,2,5,0,TRUE,2
BN-SB-5807-1,BN103,TRUE,0,0,2012-09-18T13:00:00Z,1,0,0,TRUE,1
BN-SB-5807-1,BN184,FALSE,1,0,2012-09-18T19:40:00Z,2,5,0,FALSE,2
BN-SB-5809-1,BN103,NA,NA,NA,NA,1,NA,NA,NA,1
BN-SB-5810-1,BN103,NA,NA,NA,NA,1,NA,NA,NA,1
BN-SB-5811-1,BN103,NA,NA,NA,NA,1,NA,NA,NA,1
BN-SB-5813-1,BN103,NA,NA,NA,NA,1,NA,NA,NA,1
BN-SB-5820-1,BN103,NA,NA,NA,NA,1,NA,NA,NA,1
BN-SB-5820-1,BN184,NA,NA,NA,NA,1,NA,NA,NA,2
BN-SB-9707-1,BN003,NA,NA,NA,NA,1,NA,NA,NA,2
BN-SH-0202-1,BN043,TRUE,NA,1,2011-09-09T14:15:00Z,1,NA,1,TRUE,3
BN-SH-0202-1,BN061,NA,NA,NA,NA,1,NA,NA,NA,1
BN-SH-0402-1,BN018,NA,NA,NA,NA,1,NA,NA,NA,3
BN-SH-0602-1,BN018,NA,NA,NA,NA,1,NA,NA,NA,3
BN-SH-0701-1,BN069,NA,NA,NA,NA,1,NA,NA,NA,3
BN-SH-0703-1,BN069,TRUE,3,1,2011-10-11T15:05:00Z,1,3,1,TRUE,3
BN-SH-0712-1,BN064,NA,NA,NA,NA,1,NA,NA,NA,1
BN-SH-0719-1,BN090,FALSE,5,0,2011-10-15T17:00:00Z,2,5,1,TRUE,1
BN-SH-1107-1,BN064,FALSE,8,0,2011-11-03T20:00:00Z,1,8,0,TRUE,1
BN-SH-1107-1,BN069,TRUE,13,0,2011-11-06T16:32:00Z,1,13,0,FALSE,3
BN-SH-1202-1,BN069,FALSE,0,0,2011-11-10T18:28:00Z,2,3,0,TRUE,3
BN-SH-1202-1,BN090,FALSE,3,0,2011-11-11T20:00:00Z,2,4,0,FALSE,1
BN-SH-1506-1,BN064,FALSE,3,0,2011-12-02T19:00:00Z,1,3,0,FALSE,1
BN-SH-1506-1,BN069,FALSE,0,0,2011-12-01T19:02:00Z,2,4,0,TRUE,3
BN-SH-1904-1,BN064,FALSE,3,0,2012-01-07T20:00:00Z,2,6,0,FALSE,1
BN-SH-1904-1,BN069,FALSE,0,0,2011-12-30T18:58:00Z,2,4,0,TRUE,3
BN-SH-2402-1,BN069,TRUE,3,0,2012-02-02T13:25:00Z,2,3,0,TRUE,3
BN-SH-2402-1,BN103,FALSE,0,0,2012-02-04T19:06:00Z,2,4,0,FALSE,1
BN-SH-2501-1,BN054,NA,NA,NA,NA,1,NA,NA,NA,1
BN-SH-2501-1,BN129,NA,NA,NA,NA,1,NA,NA,NA,3
BN-SH-2602-1,BN054,NA,NA,NA,NA,1,NA,NA,NA,1
BN-SH-2602-1,BN129,NA,NA,NA,NA,1,NA,NA,NA,3
BN-SH-2805-1,BN069,TRUE,0,0,2012-03-03T16:03:00Z,1,0,0,FALSE,3
BN-SH-2805-1,BN128,TRUE,0,0,2012-03-02T15:26:00Z,1,0,0,TRUE,1
BN-SH-2903-1,BN069,NA,NA,NA,NA,1,NA,NA,NA,3
BN-SH-2903-1,BN128,NA,NA,NA,NA,1,NA,NA,NA,1
BN-SH-3002-1,BN069,NA,NA,NA,NA,1,NA,NA,NA,3
BN-SH-3002-1,BN128,NA,NA,NA,NA,1,NA,NA,NA,1
BN-SH-3206-1,BN069,NA,NA,NA,NA,1,NA,NA,NA,3
BN-SH-3206-1,BN128,NA,NA,NA,NA,1,NA,NA,NA,1
BN-SH-3305-1,BN069,TRUE,7,1,2012-04-09T13:32:00Z,2,9,1,FALSE,3
BN-SH-3305-1,BN103,FALSE,1,1,2012-04-06T18:00:00Z,2,5,1,TRUE,1
BN-SH-3403-1,BN069,FALSE,0,0,2012-04-21T16:10:00Z,1,0,0,FALSE,3
BN-SH-3403-1,BN103,FALSE,0,0,2012-04-19T19:00:00Z,2,3,0,TRUE,1
BN-SH-3701-1,BN069,TRUE,0,0,2012-05-07T14:56:00Z,2,4,0,FALSE,3
BN-SH-3701-1,BN128,FALSE,0,0,2012-05-04T18:20:00Z,1,0,0,TRUE,1
BN-SH-4307-1,BN069,NA,NA,NA,NA,1,NA,NA,NA,3
BN-SH-4307-1,BN150,FALSE,7,0,2012-06-15T16:55:00Z,1,7,0,TRUE,1
BN-SH-4601-1,BN069,FALSE,1,1,2012-07-10T18:01:00Z,1,1,1,FALSE,3
BN-SH-4601-1,BN103,FALSE,1,1,2012-07-07T19:00:00Z,2,2,1,TRUE,1
BN-SH-4906-1,BN165,NA,NA,NA,NA,1,NA,NA,NA,3
BN-SH-5006-1,BN159,NA,NA,NA,NA,1,NA,NA,NA,1
BN-SH-5006-1,BN165,NA,NA,NA,NA,1,NA,NA,NA,3
BN-SH-5104-1,BN102,FALSE,0,0,2012-08-16T21:56:00Z,1,0,0,TRUE,1
BN-SH-5104-1,BN165,NA,NA,NA,NA,1,NA,NA,NA,3
BN-SH-5509-1,BN102,TRUE,4,1,2012-09-01T14:02:00Z,2,4,1,TRUE,1
BN-SH-5509-1,BN168,TRUE,2,1,2012-09-02T14:20:00Z,1,2,1,FALSE,3
BN-SH-5801-1,BN180,TRUE,5,1,2012-09-18T13:00:00Z,1,5,1,TRUE,1
BN-SH-5801-1,BN182,TRUE,2,1,2012-09-19T14:15:00Z,1,2,1,FALSE,3
BN-SH-5804-1,BN179,NA,NA,NA,NA,1,NA,NA,NA,1
BN-SH-5804-1,BN181,NA,NA,NA,NA,1,NA,NA,NA,3
BN-SH-5808-1,BN179,FALSE,5,0,2012-09-17T20:05:00Z,1,5,0,FALSE,1
BN-SH-5808-1,BN181,FALSE,4,0,2012-09-17T19:15:00Z,1,4,0,TRUE,3
BN-SH-5812-1,BN180,FALSE,7,0,2012-09-19T17:00:00Z,1,7,0,FALSE,1
BN-SH-5812-1,BN182,FALSE,2,0,2012-09-17T18:20:00Z,2,4,0,TRUE,3
BN-SH-5813-1,BN180,FALSE,3,1,2012-09-17T19:00:00Z,1,3,1,TRUE,1
BN-SH-5813-1,BN182,FALSE,3,1,2012-09-20T19:00:00Z,1,3,1,FALSE,3
BN-SH-5814-1,BN180,FALSE,6,0,2012-09-18T16:30:00Z,1,6,0,TRUE,1
BN-SH-5814-1,BN182,FALSE,0,0,2012-09-18T17:39:00Z,2,4,0,FALSE,3
BN-SH-5815-1,BN180,FALSE,2,0,2012-09-17T21:30:00Z,2,5,0,TRUE,1
BN-SH-5815-1,BN182,FALSE,NA,0,2012-09-18T19:30:00Z,2,2,0,FALSE,3
BN-SH-5816-1,BN179,FALSE,4,1,2012-09-18T18:50:00Z,1,4,1,FALSE,1
BN-SH-5816-1,BN181,TRUE,2,0,2012-09-18T15:35:00Z,1,2,0,TRUE,3
BN-SH-5818-1,BN179,FALSE,2,1,2012-09-20T16:58:00Z,1,2,1,FALSE,1
BN-SH-5818-1,BN181,TRUE,2,1,2012-09-20T15:33:00Z,1,2,1,TRUE,3
BN-SH-5819-1,BN179,FALSE,4,0,2012-09-19T18:45:00Z,1,4,0,TRUE,1
BN-SH-5819-1,BN181,FALSE,2,0,2012-09-20T19:30:00Z,1,2,0,FALSE,3
BN-SH-5820-1,BN180,NA,NA,NA,NA,1,NA,NA,NA,1
BN-SH-5820-1,BN182,NA,NA,NA,NA,1,NA,NA,NA,3
BN-SH-5827-1,BN180,TRUE,1,1,2012-09-20T14:00:00Z,1,1,1,TRUE,1
BN-SH-5827-1,BN182,TRUE,4,0,2012-09-22T13:00:00Z,1,4,0,FALSE,3
BN-SH-5831-1,BN180,FALSE,4,0,2012-09-19T18:00:00Z,1,4,0,TRUE,1
BN-SH-5831-1,BN182,NA,NA,NA,NA,1,NA,NA,NA,3
BN-SH-9701-1,BN002,NA,NA,NA,NA,1,NA,NA,NA,3
BN-SH-9706-1,BN002,NA,NA,NA,NA,1,NA,NA,NA,3
BT-SA-0201-1,BT061,TRUE,0,1,2011-08-26T14:30:00Z,1,0,1,TRUE,4
BT-SA-0301-1,BT026,NA,NA,NA,NA,1,NA,NA,NA,1
BT-SA-0401-1,BT081,NA,NA,NA,NA,1,NA,NA,NA,1
BT-SA-0502-1,BT020,FALSE,0,0,2011-09-21T19:00:00Z,1,0,0,FALSE,4
BT-SA-0502-1,BT057,FALSE,5,1,2011-09-17T17:10:00Z,1,5,1,TRUE,1
BT-SA-0601-1,BT059,NA,NA,NA,NA,1,NA,NA,NA,1
BT-SA-0602-1,BT081,NA,NA,NA,NA,1,NA,NA,NA,1
BT-SA-1001-1,BT051,TRUE,0,1,2011-11-11T15:15:00Z,1,0,1,TRUE,1
BT-SA-1004-1,BT080,FALSE,1,1,2011-10-14T16:30:00Z,1,1,1,TRUE,4
BT-SA-1006-1,BT020,TRUE,0,0,2011-10-25T14:25:00Z,1,0,0,TRUE,4
BT-SA-1006-1,BT088,FALSE,1,1,2011-10-31T17:00:00Z,1,1,1,FALSE,1
BT-SA-1007-1,BT058,NA,NA,NA,NA,1,NA,NA,NA,4
BT-SA-1204-1,BT070,FALSE,0,0,2011-11-17T22:00:00Z,1,0,0,TRUE,1
BT-SA-1309-1,BT058,NA,NA,NA,NA,1,NA,NA,NA,4
BT-SA-1501-1,BT020,NA,NA,NA,NA,1,NA,NA,NA,4
BT-SA-1501-1,BT088,NA,NA,NA,NA,1,NA,NA,NA,1
BT-SA-2401-1,BT058,NA,NA,NA,NA,1,NA,NA,NA,4
BT-SA-2401-1,BT127,NA,NA,NA,NA,1,NA,NA,NA,1
BT-SA-2404-1,BT056,NA,NA,NA,NA,1,NA,NA,NA,1
BT-SA-2404-1,BT128,TRUE,3,1,2012-01-27T15:00:00Z,1,3,1,TRUE,4
BT-SA-2501-1,BT103,FALSE,7,1,2012-01-27T20:25:00Z,1,7,1,TRUE,1
BT-SA-2501-1,BT108,TRUE,6,1,2012-02-02T16:32:00Z,1,6,1,FALSE,4
BT-SA-2705-1,BT107,TRUE,2,0,2012-02-11T14:25:00Z,1,2,0,TRUE,1
BT-SA-2705-1,BT128,TRUE,3,0,2012-02-12T15:15:00Z,1,3,0,FALSE,4
BT-SA-3201-1,BT058,TRUE,4,1,2012-03-17T15:36:00Z,1,4,1,FALSE,4
BT-SA-3201-1,BT072,FALSE,1,1,2012-03-16T21:30:00Z,1,1,1,TRUE,1
BT-SA-3204-1,BT108,TRUE,1,1,2012-03-14T15:17:00Z,1,1,1,TRUE,4
BT-SA-3204-1,BT112,FALSE,1,1,2012-03-16T17:03:00Z,1,1,1,FALSE,1
BT-SA-3205-1,BT121,FALSE,1,1,2012-03-14T16:45:00Z,1,1,1,TRUE,1
BT-SA-3205-1,BT128,FALSE,3,1,2012-03-17T17:00:00Z,1,3,1,FALSE,4
BT-SA-3313-1,BT061,TRUE,1,1,2012-03-28T15:00:00Z,2,1,1,FALSE,4
BT-SA-3313-1,BT106,FALSE,5,1,2012-03-26T18:35:00Z,1,5,1,TRUE,1
BT-SA-3402-1,BT128,FALSE,4,1,2012-03-30T18:30:00Z,1,4,1,TRUE,4
BT-SA-3402-1,BT144,FALSE,6,0,2012-04-02T16:18:00Z,1,6,0,FALSE,1
BT-SA-3813-1,BT061,NA,NA,NA,NA,1,NA,NA,NA,4
BT-SA-3813-1,BT106,NA,NA,NA,NA,1,NA,NA,NA,1
BT-SA-3816-1,BT128,TRUE,NA,0,2012-04-28T14:00:00Z,1,NA,0,TRUE,4
BT-SA-3816-1,BT144,FALSE,1,1,2012-04-29T19:08:00Z,1,1,1,FALSE,1
BT-SA-4103-1,BT061,FALSE,1,1,2012-05-22T21:38:00Z,1,1,1,FALSE,4
BT-SA-4103-1,BT109,TRUE,4,1,2012-05-19T14:00:00Z,2,4,1,TRUE,1
BT-SA-4116-1,BT128,TRUE,2,1,2012-05-19T14:00:00Z,1,2,1,TRUE,4
BT-SA-4116-1,BT144,FALSE,1,1,2012-05-20T17:54:00Z,1,1,1,FALSE,1
BT-SA-4117-1,BT061,FALSE,1,1,2012-05-20T16:45:00Z,1,1,1,FALSE,4
BT-SA-4117-1,BT106,TRUE,0,0,2012-05-18T14:30:00Z,1,0,0,TRUE,1
BT-SA-4125-1,BT128,FALSE,3,1,2012-05-19T19:00:00Z,1,3,1,FALSE,4
BT-SA-4125-1,BT144,FALSE,1,1,2012-05-18T21:04:00Z,1,1,1,TRUE,1
BT-SA-4201-1,BT108,FALSE,0,0,2012-05-23T19:00:00Z,1,0,0,FALSE,4
BT-SA-4201-1,BT144,FALSE,0,0,2012-05-21T21:04:00Z,1,0,0,TRUE,1
BT-SA-4204-1,BT128,TRUE,3,1,2012-05-26T14:40:00Z,1,3,1,TRUE,4
BT-SA-4204-1,BT144,FALSE,1,1,2012-05-29T21:05:00Z,1,1,1,FALSE,1
BT-SA-4210-1,BT128,FALSE,3,1,2012-05-26T19:00:00Z,1,3,1,TRUE,4
BT-SA-4210-1,BT144,FALSE,1,1,2012-05-30T20:38:00Z,1,1,1,FALSE,1
BT-SA-4302-1,BT128,FALSE,2,1,2012-06-02T19:00:00Z,1,2,1,TRUE,4
BT-SA-4302-1,BT144,FALSE,1,1,2012-06-04T20:22:00Z,1,1,1,FALSE,1
BT-SA-4306-1,BT128,FALSE,2,1,2012-06-09T17:00:00Z,1,2,1,TRUE,4
BT-SA-4306-1,BT144,FALSE,0,0,2012-06-11T17:08:00Z,1,0,0,FALSE,1
BT-SA-4309-1,BT086,TRUE,1,1,2012-06-02T14:00:00Z,1,1,1,TRUE,1
BT-SA-4309-1,BT128,FALSE,3,1,2012-06-05T17:00:00Z,1,3,1,FALSE,4
BT-SA-4310-1,BT141,NA,NA,NA,NA,1,NA,NA,NA,1
BT-SA-4310-1,BT146,TRUE,2,1,2012-06-06T13:55:00Z,1,2,1,TRUE,4
BT-SA-4311-1,BT058,FALSE,0,0,2012-06-12T22:30:00Z,1,0,0,FALSE,4
BT-SA-4311-1,BT104,TRUE,5,1,2012-06-07T13:00:00Z,1,5,1,TRUE,1
BT-SA-4317-1,BT087,NA,NA,NA,NA,1,NA,NA,NA,4
BT-SA-4317-1,BT141,FALSE,0,0,2012-06-07T19:00:00Z,1,0,0,TRUE,1
BT-SA-4323-1,BT128,FALSE,3,1,2012-06-15T18:00:00Z,1,3,1,FALSE,4
BT-SA-4323-1,BT144,FALSE,1,1,2012-06-13T18:25:00Z,1,1,1,TRUE,1
BT-SA-4410-1,BT066,TRUE,1,1,2012-06-10T14:45:00Z,1,1,1,FALSE,1
BT-SA-4410-1,BT145,FALSE,6,1,2012-06-08T16:40:00Z,1,6,1,TRUE,4
BT-SA-4413-1,BT112,NA,NA,NA,NA,1,NA,NA,NA,1
BT-SA-4413-1,BT147,FALSE,NA,0,2012-06-18T16:10:00Z,1,NA,0,TRUE,4
BT-SA-4416-1,BT144,FALSE,1,1,2012-06-13T16:13:00Z,1,1,1,FALSE,1
BT-SA-4416-1,BT147,TRUE,2,0,2012-06-09T15:08:00Z,1,2,0,TRUE,4
BT-SA-4429-1,BT058,NA,NA,NA,NA,1,NA,NA,NA,4
BT-SA-4429-1,BT112,NA,NA,NA,NA,1,NA,NA,NA,1
BT-SA-4504-1,BT061,TRUE,0,0,2012-06-17T13:00:00Z,1,0,0,TRUE,4
BT-SA-4504-1,BT109,FALSE,2,1,2012-06-20T22:00:00Z,1,2,1,FALSE,1
BT-SA-4506-1,BT128,FALSE,2,1,2012-06-16T18:00:00Z,1,2,1,TRUE,4
BT-SA-4506-1,BT144,FALSE,0,0,2012-06-19T20:25:00Z,1,0,0,FALSE,1
BT-SA-4510-1,BT106,FALSE,0,0,2012-06-16T18:15:00Z,1,0,0,FALSE,1
BT-SA-4510-1,BT145,FALSE,0,0,2012-06-14T16:00:00Z,1,0,0,TRUE,4
BT-SA-4521-1,BT106,FALSE,0,0,2012-06-15T17:36:00Z,1,0,0,TRUE,1
BT-SA-4521-1,BT145,NA,NA,NA,NA,1,NA,NA,NA,4
BT-SA-4526-1,BT144,TRUE,1,1,2012-06-19T14:21:00Z,1,1,1,FALSE,1
BT-SA-4526-1,BT147,FALSE,1,0,2012-06-18T19:02:00Z,1,1,0,TRUE,4
BT-SA-4528-1,BT066,TRUE,1,1,2012-06-19T15:50:00Z,1,1,1,FALSE,1
BT-SA-4528-1,BT145,FALSE,0,0,2012-06-15T18:00:00Z,1,0,0,TRUE,4
BT-SA-4601-1,BT066,TRUE,1,1,2012-06-21T14:40:00Z,1,1,1,TRUE,1
BT-SA-4601-1,BT145,NA,NA,NA,NA,1,NA,NA,NA,4
BT-SA-4605-1,BT108,FALSE,1,1,2012-06-20T20:30:00Z,1,1,1,FALSE,4
BT-SA-4605-1,BT144,TRUE,2,1,2012-06-19T13:56:00Z,1,2,1,TRUE,1
BT-SA-4606-1,BT108,FALSE,0,0,2012-06-22T19:15:00Z,1,0,0,TRUE,4
BT-SA-4606-1,BT144,TRUE,0,0,2012-06-24T13:55:00Z,1,0,0,FALSE,1
BT-SA-4607-1,BT108,FALSE,1,1,2012-06-23T20:30:00Z,1,1,1,FALSE,4
BT-SA-4607-1,BT144,TRUE,1,1,2012-06-22T14:54:00Z,1,1,1,TRUE,1
BT-SA-4612-1,BT108,FALSE,1,1,2012-06-19T21:30:00Z,1,1,1,TRUE,4
BT-SA-4612-1,BT144,FALSE,1,1,2012-06-22T19:12:00Z,1,1,1,FALSE,1
BT-SA-4614-1,BT106,FALSE,1,1,2012-06-25T17:35:00Z,1,1,1,FALSE,1
BT-SA-4614-1,BT145,TRUE,1,1,2012-06-22T15:20:00Z,1,1,1,TRUE,4
BT-SA-4617-1,BT109,TRUE,0,0,2012-06-29T14:35:00Z,1,0,0,TRUE,1
BT-SA-4617-1,BT145,NA,NA,NA,NA,1,NA,NA,NA,4
BT-SA-4618-1,BT066,FALSE,1,1,2012-06-28T16:10:00Z,1,1,1,FALSE,1
BT-SA-4618-1,BT145,FALSE,0,0,2012-06-25T18:00:00Z,1,0,0,TRUE,4
BT-SA-4701-1,BT061,NA,NA,NA,NA,1,NA,NA,NA,4
BT-SA-4701-1,BT066,FALSE,1,1,2012-06-28T18:05:00Z,1,1,1,TRUE,1
BT-SA-4703-1,BT141,FALSE,0,0,2012-07-01T18:00:00Z,1,0,0,FALSE,1
BT-SA-4703-1,BT146,FALSE,2,0,2012-06-29T18:00:00Z,1,2,0,TRUE,4
BT-SA-4704-1,BT051,FALSE,0,0,2012-06-30T16:10:00Z,1,0,0,FALSE,1
BT-SA-4704-1,BT146,FALSE,2,0,2012-06-28T16:55:00Z,1,2,0,TRUE,4
BT-SA-4705-1,BT130,FALSE,1,1,2012-06-28T16:50:00Z,1,1,1,TRUE,1
BT-SA-4705-1,BT146,TRUE,2,1,2012-06-30T15:30:00Z,1,2,1,FALSE,4
BT-SA-4706-1,BT058,NA,NA,NA,NA,1,NA,NA,NA,4
BT-SA-4706-1,BT104,FALSE,0,0,2012-07-02T20:12:00Z,1,0,0,TRUE,1
BT-SA-4707-1,BT066,FALSE,1,1,2012-07-03T17:35:00Z,1,1,1,TRUE,1
BT-SA-4707-1,BT145,NA,NA,NA,NA,1,NA,NA,NA,4
BT-SA-4708-1,BT108,NA,NA,NA,NA,1,NA,NA,NA,4
BT-SA-4708-1,BT144,NA,NA,NA,NA,1,NA,NA,NA,1
BT-SA-4709-1,BT144,NA,NA,NA,NA,1,NA,NA,NA,1
BT-SA-4716-1,BT066,FALSE,1,1,2012-07-02T16:25:00Z,1,1,1,FALSE,1
BT-SA-4716-1,BT145,TRUE,0,0,2012-06-28T14:05:00Z,1,0,0,TRUE,4
BT-SA-4719-1,BT108,NA,NA,NA,NA,1,NA,NA,NA,4
BT-SA-4719-1,BT144,TRUE,1,1,2012-06-28T14:26:00Z,1,1,1,TRUE,1
BT-SA-4723-1,BT108,TRUE,0,0,2012-07-01T15:45:00Z,1,0,0,TRUE,4
BT-SA-4723-1,BT144,NA,NA,NA,NA,1,NA,NA,NA,1
BT-SA-4801-1,BT141,FALSE,1,1,2012-07-09T16:30:00Z,1,1,1,FALSE,1
BT-SA-4801-1,BT146,TRUE,3,1,2012-07-09T14:30:00Z,1,3,1,TRUE,4
BT-SA-4803-1,BT141,FALSE,0,0,2012-07-11T18:30:00Z,1,0,0,FALSE,1
BT-SA-4803-1,BT146,TRUE,2,0,2012-07-08T15:50:00Z,1,2,0,TRUE,4
BT-SA-4805-1,BT141,FALSE,0,0,2012-07-12T18:58:00Z,1,0,0,FALSE,1
BT-SA-4805-1,BT146,FALSE,0,0,2012-07-10T16:00:00Z,1,0,0,TRUE,4
BT-SA-4822-1,BT086,FALSE,3,1,2012-07-10T19:00:00Z,1,3,1,TRUE,1
BT-SA-4822-1,BT147,FALSE,2,1,2012-07-13T17:30:00Z,1,2,1,FALSE,4
BT-SA-4825-1,BT061,NA,NA,NA,NA,1,NA,NA,NA,4
BT-SA-4825-1,BT109,FALSE,0,0,2012-07-08T16:10:00Z,1,0,0,TRUE,1
BT-SA-4838-1,BT128,TRUE,2,1,2012-07-10T15:00:00Z,1,2,1,TRUE,4
BT-SA-4838-1,BT144,FALSE,1,1,2012-07-12T18:07:00Z,1,1,1,FALSE,1
BT-SA-4839-1,BT061,TRUE,0,0,2012-07-08T14:50:00Z,1,0,0,FALSE,4
BT-SA-4839-1,BT106,FALSE,0,0,2012-07-07T17:35:00Z,1,0,0,TRUE,1
BT-SA-4842-1,BT086,FALSE,17,0,2012-07-12T18:15:00Z,1,17,0,FALSE,1
BT-SA-4842-1,BT147,TRUE,2,1,2012-07-11T14:18:00Z,1,2,1,TRUE,4
BT-SA-4844-1,BT108,NA,NA,NA,NA,1,NA,NA,NA,4
BT-SA-4844-1,BT144,NA,NA,NA,NA,1,NA,NA,NA,1
BT-SA-4846-1,BT108,NA,NA,NA,NA,1,NA,NA,NA,4
BT-SA-4846-1,BT144,NA,NA,NA,NA,1,NA,NA,NA,1
BT-SA-5209-1,BT128,FALSE,3,1,2012-08-04T19:05:00Z,1,3,1,TRUE,4
BT-SA-5209-1,BT144,TRUE,1,1,2012-08-05T15:08:00Z,1,1,1,FALSE,1
BT-SA-5211-1,BT144,TRUE,1,1,2012-08-07T14:50:00Z,1,1,1,FALSE,1
BT-SA-5211-1,BT147,FALSE,2,1,2012-08-06T18:15:00Z,1,2,1,TRUE,4
BT-SA-5301-1,BT108,TRUE,1,1,2012-08-08T15:00:00Z,1,1,1,TRUE,4
BT-SA-5301-1,BT144,FALSE,1,1,2012-08-09T19:05:00Z,1,1,1,FALSE,1
BT-SA-5302-1,BT108,FALSE,0,0,2012-08-11T20:30:00Z,1,0,0,FALSE,4
BT-SA-5302-1,BT144,TRUE,0,0,2012-08-10T13:56:00Z,1,0,0,TRUE,1
